0	baby sound purple spotlight figure
1	sign Gonna Workin money MCA
2	shake baby Yeah sho good
3	blues Yeah power Hey Woo
4	Freedom give Gotta Heaven make
5	Diddley ring diamond private eye
6	Stealin mama pretty back love
7	Love question meant heart forever
8	Mexico border South Manana whispered
9	truth Whoa stop Loving oughta
10	blues knew troubles praying sing
11	Hey Joe shot goin messin
12	raining Stormy time weather sun
13	wake Step life Stop momma
14	South ugly wind Hey America
15	Lord good Crying hooked Stop
16	Hurt love lied deep inside
17	York Goin walk West Til
18	thinking anymore dollars times turned
19	Whoa true love found finally
20	Falling calling back met girl
21	nerve mistreated long talking years
22	Steppin plain lookin somethin gettin
23	gonna years dog goin upstairs
24	weary evenin suns goin baby
25	send love peace Understanding world
26	stay day find heart friend
27	Time running back side baby
28	make Mister Fantasy Sing play
29	baby married love good-looking
30	bullet target pulling put long
31	kiss Sleep love goodbye hear
32	faith baby laughin rest Good
33	cares Guess heart surely S'open
34	evil child won Lord buy
35	mad papa Mama Spoken home
36	Tears remember mind times Baby
37	Russia love fly places faces
38	sing song friends Contented Assured
39	spider red jus' webbin crazy
40	good baby make feel gloooria
41	fool packed Babe clothes door
42	thing makes men fightin bout
43	Chorus Today door free written
44	kind man wanna Yeah ooh
45	Woo back love blow pow
46	lost dream Lord mind thinkin
47	bayou bank time Til drink
48	moon cry child hear night
49	love baby Chicken Duck spinnin
50	good barely stay laugh cry
51	gee find cozy spot cuddle
52	mother kind warm pull boy
53	Days Yesterdays mine Sequestered Olden
54	baby Alright lights big pretty
55	brother man yeah make made
56	Yeah lonesome schoolboy Chorus London
57	sad day baby love put
58	good times roll hey baby
59	Hey sister Shakin rollin Stop
60	lose win baby time pretty
61	Crimson moon Blue love Run
62	calling world waiting heart sunrise
63	Betty Dupree Sail told ring
64	Hmm Honey n’t snake black
65	gonna wild Powerhouse Morning Teach
66	round Train comin bend baby
67	Hot thing Ooh home smile
68	mama blues baby things leave
69	Atlanta yeah Kentucky Ohio People
70	Natchez Mississippi burning hear happened
71	friend word end thought eyes
72	lay angel Siamo Portami thinking
73	waiting Blame Gods West Suns
74	Diddley Sunday Mojo ring caught
75	mountain Laughing thought spent day
76	dime broke James Jesse friend
77	lie left real full grown
78	begin beguine Till brings back
79	Wah goin watchin waah standin
80	left crown Lord bit changing
81	funky Yeah baby leave work
82	man Big boss hear call
83	good-bye road code live past
84	breakin stop Ooh stuff bust
85	Orleans God Rising Sun drunkard
86	helpless breakaway yeah remember Movin
87	Christmas Merry treat nice feeling
88	Hmm Sunup sundown baby step
89	love crazy mama bad tame
90	mama tol blues night Son
91	Yeah bout buggin hollerin screamin
92	baby girl country cried til
93	heart ready God snow long
94	play mama tonight groove baby
95	School Street crazy Guitar bull
96	good times time wasted useless
97	Christmas fallin Blues mmm hellhound
98	piano drinking York Sumo Cream
99	Bad love misery sick tired
100	big love growin kind time
101	Christmas Jack Mama back Daddy
102	thought tonight shave legs heels
103	sweet dreams true Lonely tears
104	tonight wonderful alright feel late
105	party Turn lights heart broke
106	peace valley Lord calls lamb
107	power estimate Love low lift
108	street walking eye sawr caught
109	love hard bout lovin rise
110	walking floor love sleep wink
111	needed tonight time love arms
112	Christmas made darling northern lights
113	Lost feeling Finding falling easy
114	Checkin Hey light Baby White
115	cheatin Ooh gettin makes make
116	Born boogie guitar momma Money
117	Dream Trouble Chorus Lay keepin
118	Waterloo meet day puppy pay
119	back club Born members outback
120	nothin sweet baby cake jam
121	Chorus leave Daddy pass Tag
122	Shenandoah Missouri wide cross rolling
123	run matter cover lover long
124	n’t blame girl things love
125	loadin coal livin dollar told
126	spyin swear girl usin information
127	Chorus Call loved long Baby
128	blues gave note Singing Pushed
129	living shades pulled Daytime Loving
130	Texas live Tennessee place dearly
131	CHORUS stronger Darlin love knew
132	time loving night cry stop
133	golden Yeah heart day strolled
134	goin lady mine Yeah heart
135	cry baby gonna find Yeah
136	Country home West Virginia roads
137	togetherness loneliness makes walk lonely
138	Mississippi Louisiana River love woman
139	wrong Yeah girl love hard
140	pickin time Lord til layin
141	feel heartaches Remember cry gettin
142	world waiting Seek Leave Built
143	cool made Hey fool guy
144	gave heaven treasure save close
145	back sing home Make heard
146	coulda Yea day kinda sad
147	tryin livin make workin heaven
148	legend time fame love give
149	eye live Yeah Fast life
150	thought truth told lie feels
151	faded remember Chorus love miss
152	Slavin Lord Starin cooking day
153	river fire ashes heart cried
154	heartaches hangovers Lock tomorrow tonight
155	apron Tie strings Bring Sing
156	holy loving high angel leaving
157	bad good Baby hard darling
158	lost gin bottle dream time
159	love falling Yeah letting show
160	world belong darling loved remember
161	walking floor love sleep wink
162	goin lonely Rollin flow Traveling
163	red roses Florist blue lady
164	love heart dream baby cryin
165	purest place Jesus thing King
166	men lightning Searchin white pappy
167	Camelia stand man lyin walk
168	raise blood Walk gonna son
169	years ten Lord usual stoned
170	Send Make joyful noise world
171	daddy Mama things make home
172	honey loves Remember matter girl
173	live love life smile friendly
174	day love Till passes runnin
175	Repeat stop yesterday live time
176	Crazy Faithfully Holding November waits
177	free singin released heart soul
178	Chorus gonna Hopin Jokin Corona
179	holds kiss hand understand resist
180	hands judge God hear plea
181	wait darling happy convict branded
182	Call calling big calls blue
183	do-wacka Yeah Good back girls
184	waiting Louisi love evening shadows
185	lifetime repair mmm Rocks twisted
186	miss dear make lovely happiness
187	Airborne part hole ranger infantry
188	Somethin blue don parted feel
189	kind corner life number special
190	darlin telling told heart world
191	Billy Bayou watch pretty girl
192	home song make makes feels
193	Walkin winter wonderland Parson Brown
194	days barely Whoa work laid
195	happy endings Taking Giving breaking
196	left sweetheart blue roam dearie
197	Tears Independence Day rage thief
198	God prayer Lord carry Jesus
199	started loving today begun back
200	night city pretty child dark
201	hot giving baby shake call
202	Christmas King again. Mike solo
203	find Waging time light head
204	time solo Set free garbage
205	adults city Past Children pity
206	days living trust Evermore hostility
207	Hell Inside Deep guilty wanna
208	innocence time Relive Things Symbolic
209	Smoke water fire place sky
210	locked inside love key Drag
211	scared free leave set poison
212	Jesse Congregation god Falling Dying
213	life king wisdom trade karma
214	time feel make Give standing
215	Hanging Web Spinning world Caught
216	dub thee unforgiven felt shined
217	world Truth Choose Man bites
218	Loaded Lovin Living rockin midnight
219	final frontier life time lived
220	goin crazy heat sun rollin
221	burn Fire gonna destroy mind
222	stone life long happened dead
223	Show feel outta piece stare
224	Tyrant Capture Conqueror Hideous humanity
225	night princess sky writing wall
226	Work Roll workhorse stands miles
227	Tears clown Tomorrow feeling Lay
228	phoenix real fantasies rising soarin
229	YouÂ ´re Fire Overkill Grinding
230	started heard Till time slide
231	Angry Enraged Enforce Engaged crime
232	Cuánto Sin poder más Alguien
233	bloodshed Wasteland Life Rage Downstroy
234	Raising Fear Bow saint Warn
235	mind lost Iron Man vengeance
236	hell darkness earth angels soul
237	Thorns Worshiped Hell Effects Impotence
238	man mark Chorus Aiming Tambourine
239	Defy Rising call strengthen heed
240	rock roll gypsy heart tear
241	Helter skelter bottom top coming
242	Stone ago time Mayas Recorded
243	Fallen Babylon Great demons spirit
244	Strive life Hereditary Pray Fall
245	Johnny Goode Louisiana Orleans play
246	Born Deep room Softly challenge
247	Midnight rollin rider USA States
248	path loose expect routine find
249	years mankind Cities Bridges age
250	Midnight highway Danger cruise save
251	Call Voodoo learn burn calls
252	bleed kill long life Bring
253	Long love morning sun face
254	time Whoah light yeah essence
255	dedicated refuse enemy time back
256	mine caught lose shake hand
257	long find Holy ago bottle
258	close gonna Turn Oh-Oh shadows
259	Considerately killing feel fade coming
260	set free radiance rescue pay
261	time mine disappear babe gonna
262	Coming home night land Albion
263	give heart love compare world
264	hell back Taking Gods chances
265	goddamn electric chorus world change
266	diamonds rust bring memories Hearing
267	war Gears Ho-rah Ethnic die
268	Betsy bell witch scream attacked
269	Chorus mind feel Save Mislead
270	Stab Bawl Punch Crawl Berlin
271	Baby lose burning bed mind
272	Siente Grita Amigo para Vive
273	Valhalla calling Tow belong Halls
274	song time melody blows key
275	fever taking Whoa-oh feel remedy
276	lead called crown world lies
277	count guns full blazing hear
278	Shattering skies evil Death rest
279	Gotta move win show forward
280	hell loose hear witching breaks
281	sin Eres tus Armando tormenta
282	Straight heart Alright pretending hearts
283	care anymore time Drag Hey
284	Chorus Bounce Runnin baby love
285	vampire Leaving Return Sucking liar
286	Yea cain Twist Wo-oh Make
287	future world life live full
288	Watch choke brain drain greed
289	things time true End place
290	Peering Ticking Ready Jawbreaker Crouching
291	spiralling darkness pleasure pain Fear
292	Time killing dragon end Silence
293	fight left stop opposition long
294	Green Chorus found eyes love
295	Therapy Psycho teenage schizoid Gonna
296	Avantasia Gnosis Feeling light leading
297	Turn shining felt door sun
298	Watching ruins flee falling angels
299	wrong world today Sail ground
300	upgrade Partner good Audemars Piguet
301	winds blow Gotta Thinkin travel
302	nuit jour Les c'est Dans
303	baby broken world torn heart
304	Baby Young roll Throw surf
305	sage rosemary Fair Scarborough Parsley
306	elle Quand piano Bianco des
307	light sound Peter Finders keepers
308	sit talk walk fun mother
309	Found today read Ahh boy
310	Chorus turning Verse love Nothin
311	Chloe Empty calling Nightshade Searching
312	Hi-dee Hey-dee yoi Whoah Minnie
313	love wanna Yeah find show
314	Steady Goin gonna baby make
315	das Und ich ist Wie
316	Quand nous n'aurons tendresse t'aime
317	love good-bye gain gave vain
318	Christmas time peace Lift hope
319	Hazardous Yeah n’t poison taste
320	Till Everyday Pick begin sun
321	Boy head stay lovin dare
322	loving paradise Tonight place future
323	mind things frozen pictures colors
324	reality edge sits tormenting girl
325	qui roule dans noir Comme
326	life Makin livin sweet neat
327	god damn gonna Yeah night
328	woh Illuminati party shining tonight
329	shalom Evenu alechem be'israel heavens
330	Datin baby makes grown-ups children
331	A-callin Hawaiian hear dreams Drifting
332	Dumb Tonight gonna put light
333	time good mulberry Mama bush
334	C'était des Ils Car les
335	Howdy-do place hang hat Pick
336	Aye ddu-du 뜨거워 Hit Blackpink
337	Sonata play Make dream love
338	t’aime tant Ici-bas Dis-moi haut
339	give love God find end
340	Define wait styles living divided
341	wanna love Yeah ooh lips
342	world morning talks tomorrow feel
343	count rules friend gotta calling
344	love Felina Paso Texas Mexican
345	dancing night half beat gonna
346	man Revive Free Cries Hoping
347	Jump Brown Derby swingin trip
348	Zamilovaná Ten jiná Jsem tak
349	shine gold light room girls
350	big drop American Boom room
351	Goodbye baby Repeat sweetest sweetheart
352	save Time back Tired n’t
353	love looser winner careful yeah
354	hope Touch make wanna watch
355	Glück Leben Das auf Zeit
356	Lies Tears breaking heart gonna
357	dream kissed cared night pleaded
358	life ’ve love heart hands
359	yeah Grooving night midnight Rocking
360	earned baby telling son longer
361	Indian Goodbye Und ich Nachtwind
362	Chorus time Suddenly Rest Wait
363	Country Jamaica sweet girl mama
364	crime forgot find make shine
365	middle night walkin sky sunshine
366	world feeling window redemption catch
367	viens Allez pas Paris s’en
368	money Give back forget bitch
369	Darling Saturday Heard anymore Missed
370	cuerpo algo entregar alma mirar
371	hard bright purple wearing wear
372	love knife feel lost pull
373	heavy brother long strong laden
374	night give wait cos forever
375	good wait gonna living start
376	Les jours Caresse-moi pluie t'aime
377	sun Ahh starts start moving
378	loose gonna make Hey Change
379	heart careful Remember holding break
380	Polvo Qué voy morder malo
381	Questo Fammi solo attimo Oggi
382	head Till stayed spin round
383	Darling Caroline dir Montana nie
384	beautiful meadow bright golden haze
385	time hold Hmm Cradle till
386	leave wrong true stay magic
387	City stars shining love felt
388	Nous reconnaîtra n'importe nos besoin
389	Turn Gave feeling key life
390	sin encuentro quiero tengo remedio
391	inspire inspiring begin glaze back
392	rules count love Wrote mind
393	thought mere idea longing slow
394	wanted make sense feel explain
395	dance built Holdin feel Close
396	Stop world spinning round sun
397	worries Darling Writer schukltz reichel
398	des Amours feintes Infante faux-semblants
399	Cinderella stay awhile love fairytales
400	meant time yeah apologies perfect
401	back love knees bended Girl
402	people God indifferent big monster
403	Ooh give fly lesson learned
404	back long baby late heart
405	Tryin Gang shit Play Party
406	Rockin Rollin stand sound United
407	strung doubt Ooo hey Baby
408	Girls wit chorus verse wanna
409	und Wer Könnte Manchmal Glücksrezepte
410	Hangover Hey Bend Drink n’t
411	home daddy time y'all bring
412	Time passes constant state understand
413	Girls White Castle Nile Back
414	n’t Guess baby knew ’re
415	president black Barack Porsche hey
416	prisoner love Stay baby 一人にさせない
417	Liebe Macht mehr die mach
418	hit Nigga Chorus bounce Diggin
419	work make love Hey Dinner
420	grown wit sexy chu boo
421	motherfuckin starboy Switch cut talking
422	Man Nigga Niggas shit Yeah
423	wit workin twerkin niggaz uhh
424	DROP Verse Talking H-hold hoe
425	somethin Kim dick Lil dude
426	crunk heard buck Jones niggas
427	Rock beat hear town listen
428	life share baby Bridge Chorus
429	wit nigga C'est Vie toast
430	eyes Yeah baby told Chorus
431	outta mind give shit fuckin
432	fabulous ghetto Mystikal Verse Chorus
433	hell yeah told Fuckin text
434	hate Boy met Damn club
435	baby love Hey body dwee
436	n'ai faire Meugiwarano par J'vais
437	Back gimme feet I'ma nigga
438	hard deep rap song write
439	heart Yeah Baby begging leave
440	niggas I'mma bitches real Yeah
441	project baby doin thought Nah
442	ghetto girls hot talk Kool-aid
443	mmm mornin Wake Remy Bitch
444	angels callin love call time
445	Baby nigga number Dawg motherfucka
446	make baby mind time discipline
447	knew love Life Sunset hard
448	ich Banger Arsch rebellieren ein
449	Stop fire drop roll Turn
450	Désormais les des passé Paris
451	shit Killarm Nah niggas Grab
452	Rakim paid money full nuthin
453	stop donÂ Start Chorus ´ve
454	Blahzay bell Ish swing thing
455	Chorus give things life baby
456	ready Caesar sabotage Ronnie trust
457	Clear prophets rage kick people
458	change money Gift Gab Laaaaah
459	motherfucking Chorus give Lakim Shabazz
460	grab love Ladies back Fellas
461	Respect wait Life mother Sooner
462	Pam Nam les sans Qui
463	bout baby doubt Girl Yeah
464	kid cake A-yo niggas Ghost
465	coming move drama Chorus brother
466	made Waging Shadows wars face
467	Ready back Family love Head
468	High Fidelity Switching forever melody
469	man baby time nigga back
470	Biz Ace Master Markie Bought
471	Why'all Bionix shit Yeah gon
472	love woman time feel true
473	life Chubb Chorus Rock Yeah
474	Uh-huh hoo hands Yeah baby
475	talk things baby sex good
476	stole beat thief radio-mass Tracks
477	Money Boss Players niggaz Cowboys
478	wit git shit Artifacts Tame
479	Beef Back niggas Chubb Rock
480	dare defeat win Black Harlem
481	wanna time make world Baby
482	nigga niggas Busta man money
483	Yeah Reel Chorus man long
484	money murder sex bitch Pooh
485	Yeah nigga niggas West Gangsta
486	chill Hallelujah real born Practice
487	Lala hand shotgun comin Pumped
488	huh Higher High rolling floating
489	Play rock roll beat gonna
490	told niggas nigga interest make
491	stick Brrr bout niggas Talkin
492	make good days today morning
493	hypnotic Alana Palmer Jermaine Shorty
494	Suzanne Truth river back night
495	america country tis thee
496	Happy lady found Started Things
497	Make check Hey original batter
498	Woah mine anymore die drug
499	shit niggas Put Man day
500	matter anymore baby a-cryin forever
501	Louie gotta ship sea sail
502	love mountain High Dbm Night
503	Chorus rock Jailhouse Shifty Number
504	Shoo bop yeah love make
505	make free wait cry eyes
506	God tomorrow Side crying hurts
507	kickin heart stop Spit time
508	Ah-ha barefoot rock gonna dance
509	love automobile honey money loved
510	knew Black easy telling greatest
511	gales poems story shelter inside
512	Sister luck screaming Feeling Held
513	radio listen Wonderful wanna choice
514	jive wail jump gotta Jill
515	jusqu'à c'est minuit fini bien
516	Rosalie back home reeling rocking
517	gal red hot doodly squat
518	promised blow land Main Street
519	rock Jailhouse dancin block cell
520	rock Jailhouse block dancin cell
521	Pity dow Till love darlin
522	big Bitty Girl world love
523	ooo Hush Hushabye Oooo Lullabye
524	Dedicated heart book star write
525	Hit coming back home git
526	Christmas world hear day feeling
527	fire ooh kiss words Juliet
528	kickin stop hearts love things
529	Judy dear true back promise
530	Sandy Monday Love left Baby
531	care love Darling prayer begin
532	Love fool make made feeling
533	good rockin daddy Yeah Round
534	baby feeling blue
535	boy world meant Tonight love
536	Baby care long Step jump
537	Church Bator James heroes died
538	rock Man guitar sound drums
539	breaking Miles Good Driving broken
540	Kicks Girl find gettin harder
541	train Gotta foreman evening sun
542	forgive love Darling baby things
543	baby break Looka wake gotta
544	treatment baby Heat yeah Chorus
545	Rose England Lord hand Make
546	Island Jolly Roger Treasure love
547	higher Woo-hoo find footsteps feel
548	Oui mon cher avec J'adore
549	Ride Josephine Baby twin runnin
550	Love learn blues game heart
551	hey play plays freedom choice
552	Heal Darling sexual healing baby
553	woman Ooh Hurts fright hard
554	Sweet sixteen Boston Deep Bay
555	Gonna find red town Rag
556	Comin High seventeen sippin dealer
557	fool wanna back recived message
558	Bop Lula baby doll woman
559	Layin friends river cross cept
560	choo love call day running
561	yeah loves love glad bad
562	wow yippie bow yea girls
563	Mailman bring blues Cry Shoo
564	girl ooh kind stay listen
565	day school back wearing glad
566	Love anymore back told time
567	Isle Capri Lady Summertime Blue
568	baby gonna back search darlin
569	love loved heart deep time
570	Yeah baby Round Making Boston
571	love feel Baby fine glad
572	Lilly Ev'ry heart making eyes
573	Bluejean bop baby Gene blue
574	Hay Quiero Humanidad Represento boca
575	Mary marry Love time hear
576	good Hum Paa vibrations daa
577	Bop Lula baby doll woman
578	death long brand god thing
579	Gonna move line love time
580	shaped heart world round happened
581	party baby nothin groove move
582	hometown night good son running
583	singin train junk man Watch
584	j'en Dis-lui rêve Jour nuit
585	Ashes keepin carnival turned Sewer
586	Fool Care treat love laugh
587	Doncha time honey Walkin Love
588	love a-no baby pretty papa
589	Gonna rock roll love letter
590	talked talk Dear til stickin
591	sleep tonight gonna hurt inside
592	Chorus leave love grow stick
593	lovin Baby lonely Darling night
594	Love tender darlin true dreams
595	t'aime aah Hum trop Pour
596	Space Jaguar Race Grace Jag
597	love gonna Fear supposed wear
598	a-wait dance gonna a-wo a-talk
599	Brixton guns crush bruise gonna
