[0, 0, 586]
[1, 1, 111]
[2, 2, 103]
[3, 3, 457]
[4, 4, 497]
[5, 5, 205]
[6, 6, 548]
[7, 7, 498]
[8, 8, 381]
[9, 9, 245]
[10, 10, 577]
[11, 11, 128]
[12, 12, 191]
[13, 13, 318]
[14, 14, 295]
[15, 15, 151]
[16, 16, 514]
[17, 17, 549]
[18, 18, 587]
[19, 19, 458]
[20, 20, 464]
[21, 21, 419]
[22, 22, 302]
[23, 23, 530]
[24, 24, 416]
[25, 25, 433]
[26, 26, 491]
[27, 27, 170]
[28, 28, 529]
[29, 29, 130]
[30, 30, 116]
[31, 31, 584]
[32, 32, 352]
[33, 33, 213]
[34, 34, 409]
[35, 35, 370]
[36, 36, 307]
[37, 37, 549]
[38, 38, 437]
[39, 39, 574]
[40, 40, 523]
[41, 41, 572]
[42, 42, 384]
[43, 43, 226]
[44, 44, 485]
[45, 45, 379]
[46, 46, 447]
[47, 47, 278]
[48, 48, 138]
[49, 49, 236]
[50, 50, 511]
[51, 51, 298]
[52, 52, 370]
[53, 53, 547]
[54, 54, 405]
[55, 55, 485]
[56, 56, 422]
[57, 57, 548]
[58, 58, 560]
[59, 59, 235]
[60, 60, 244]
[61, 61, 222]
[62, 62, 549]
[63, 63, 168]
[64, 64, 279]
[65, 65, 592]
[66, 66, 270]
[67, 67, 138]
[68, 68, 374]
[69, 69, 356]
[70, 70, 484]
[71, 71, 486]
[72, 72, 558]
[73, 73, 380]
[74, 74, 599]
[75, 75, 489]
[76, 76, 171]
[77, 77, 495]
[78, 78, 481]
[79, 79, 162]
[80, 80, 242]
[81, 81, 388]
[82, 82, 269]
[83, 83, 148]
[84, 84, 238]
[85, 85, 549]
[86, 86, 479]
[87, 87, 103]
[88, 88, 317]
[89, 89, 458]
[90, 90, 595]
[91, 91, 531]
[92, 92, 385]
[93, 93, 459]
[94, 94, 599]
[95, 95, 186]
[96, 96, 287]
[97, 97, 268]
[98, 98, 201]
[99, 99, 390]
[100, 100, 278]
[101, 101, 231]
[102, 102, 563]
[103, 103, 233]
[104, 104, 410]
[105, 105, 488]
[106, 106, 228]
[107, 107, 388]
[108, 108, 42]
[109, 109, 334]
[110, 110, 595]
[111, 111, 212]
[112, 112, 437]
[113, 113, 570]
[114, 114, 313]
[115, 115, 223]
[116, 116, 519]
[117, 117, 415]
[118, 118, 377]
[119, 119, 356]
[120, 120, 433]
[121, 121, 520]
[122, 122, 436]
[123, 123, 309]
[124, 124, 569]
[125, 125, 409]
[126, 126, 334]
[127, 127, 69]
[128, 128, 277]
[129, 129, 597]
[130, 130, 381]
[131, 131, 285]
[132, 132, 520]
[133, 133, 232]
[134, 134, 306]
[135, 135, 380]
[136, 136, 270]
[137, 137, 30]
[138, 138, 1]
[139, 139, 253]
[140, 140, 324]
[141, 141, 65]
[142, 142, 34]
[143, 143, 270]
[144, 144, 473]
[145, 145, 295]
[146, 146, 463]
[147, 147, 212]
[148, 148, 452]
[149, 149, 383]
[150, 150, 579]
[151, 151, 488]
[152, 152, 537]
[153, 153, 318]
[154, 154, 48]
[155, 155, 459]
[156, 156, 20]
[157, 157, 388]
[158, 158, 225]
[159, 159, 335]
[160, 160, 577]
[161, 161, 479]
[162, 162, 580]
[163, 163, 411]
[164, 164, 64]
[165, 165, 295]
[166, 166, 486]
[167, 167, 274]
[168, 168, 381]
[169, 169, 28]
[170, 170, 538]
[171, 171, 17]
[172, 172, 95]
[173, 173, 562]
[174, 174, 446]
[175, 175, 415]
[176, 176, 2]
[177, 177, 597]
[178, 178, 416]
[179, 179, 32]
[180, 180, 475]
[181, 181, 367]
[182, 182, 478]
[183, 183, 38]
[184, 184, 562]
[185, 185, 541]
[186, 186, 70]
[187, 187, 312]
[188, 188, 329]
[189, 189, 247]
[190, 190, 487]
[191, 191, 595]
[192, 192, 285]
[193, 193, 64]
[194, 194, 544]
[195, 195, 273]
[196, 196, 78]
[197, 197, 418]
[198, 198, 84]
[199, 199, 447]
[200, 200, 392]
[201, 201, 6]
[202, 202, 496]
[203, 203, 355]
[204, 204, 305]
[205, 205, 337]
[206, 206, 122]
[207, 207, 90]
[208, 208, 558]
[209, 209, 551]
[210, 210, 479]
[211, 211, 10]
[212, 212, 409]
[213, 213, 81]
[214, 214, 325]
[215, 215, 522]
[216, 216, 82]
[217, 217, 335]
[218, 218, 539]
[219, 219, 64]
[220, 220, 159]
[221, 221, 60]
[222, 222, 564]
[223, 223, 66]
[224, 224, 6]
[225, 225, 312]
[226, 226, 19]
[227, 227, 383]
[228, 228, 11]
[229, 229, 302]
[230, 230, 417]
[231, 231, 312]
[232, 232, 48]
[233, 233, 21]
[234, 234, 36]
[235, 235, 447]
[236, 236, 399]
[237, 237, 306]
[238, 238, 434]
[239, 239, 144]
[240, 240, 47]
[241, 241, 318]
[242, 242, 497]
[243, 243, 67]
[244, 244, 114]
[245, 245, 514]
[246, 246, 2]
[247, 247, 473]
[248, 248, 64]
[249, 249, 147]
[250, 250, 544]
[251, 251, 598]
[252, 252, 180]
[253, 253, 417]
[254, 254, 525]
[255, 255, 436]
[256, 256, 334]
[257, 257, 147]
[258, 258, 593]
[259, 259, 384]
[260, 260, 144]
[261, 261, 509]
[262, 262, 477]
[263, 263, 408]
[264, 264, 577]
[265, 265, 573]
[266, 266, 383]
[267, 267, 399]
[268, 268, 125]
[269, 269, 111]
[270, 270, 570]
[271, 271, 525]
[272, 272, 170]
[273, 273, 508]
[274, 274, 516]
[275, 275, 187]
[276, 276, 81]
[277, 277, 420]
[278, 278, 444]
[279, 279, 35]
[280, 280, 475]
[281, 281, 92]
[282, 282, 33]
[283, 283, 361]
[284, 284, 520]
[285, 285, 159]
[286, 286, 497]
[287, 287, 330]
[288, 288, 418]
[289, 289, 420]
[290, 290, 102]
[291, 291, 58]
[292, 292, 136]
[293, 293, 1]
[294, 294, 572]
[295, 295, 197]
[296, 296, 87]
[297, 297, 147]
[298, 298, 164]
[299, 299, 58]
[300, 300, 278]
[301, 301, 38]
[302, 302, 39]
[303, 303, 576]
[304, 304, 574]
[305, 305, 524]
[306, 306, 452]
[307, 307, 466]
[308, 308, 140]
[309, 309, 458]
[310, 310, 38]
[311, 311, 144]
[312, 312, 236]
[313, 313, 544]
[314, 314, 295]
[315, 315, 271]
[316, 316, 406]
[317, 317, 112]
[318, 318, 241]
[319, 319, 29]
[320, 320, 522]
[321, 321, 538]
[322, 322, 67]
[323, 323, 542]
[324, 324, 182]
[325, 325, 422]
[326, 326, 523]
[327, 327, 231]
[328, 328, 1]
[329, 329, 220]
[330, 330, 187]
[331, 331, 247]
[332, 332, 195]
[333, 333, 497]
[334, 334, 90]
[335, 335, 25]
[336, 336, 491]
[337, 337, 116]
[338, 338, 571]
[339, 339, 474]
[340, 340, 508]
[341, 341, 252]
[342, 342, 587]
[343, 343, 468]
[344, 344, 400]
[345, 345, 48]
[346, 346, 504]
[347, 347, 576]
[348, 348, 129]
[349, 349, 40]
[350, 350, 76]
[351, 351, 138]
[352, 352, 171]
[353, 353, 438]
[354, 354, 459]
[355, 355, 67]
[356, 356, 442]
[357, 357, 406]
[358, 358, 509]
[359, 359, 126]
[360, 360, 450]
[361, 361, 168]
[362, 362, 63]
[363, 363, 240]
[364, 364, 270]
[365, 365, 425]
[366, 366, 232]
[367, 367, 493]
[368, 368, 567]
[369, 369, 552]
[370, 370, 464]
[371, 371, 568]
[372, 372, 268]
[373, 373, 512]
[374, 374, 245]
[375, 375, 31]
[376, 376, 148]
[377, 377, 589]
[378, 378, 272]
[379, 379, 205]
[380, 380, 522]
[381, 381, 109]
[382, 382, 42]
[383, 383, 564]
[384, 384, 76]
[385, 385, 270]
[386, 386, 37]
[387, 387, 191]
[388, 388, 494]
[389, 389, 213]
[390, 390, 171]
[391, 391, 270]
[392, 392, 101]
[393, 393, 66]
[394, 394, 118]
[395, 395, 232]
[396, 396, 113]
[397, 397, 142]
[398, 398, 183]
[399, 399, 461]
[400, 400, 394]
[401, 401, 572]
[402, 402, 3]
[403, 403, 384]
[404, 404, 61]
[405, 405, 546]
[406, 406, 76]
[407, 407, 355]
[408, 408, 501]
[409, 409, 159]
[410, 410, 113]
[411, 411, 244]
[412, 412, 61]
[413, 413, 538]
[414, 414, 586]
[415, 415, 129]
[416, 416, 180]
[417, 417, 175]
[418, 418, 396]
[419, 419, 325]
[420, 420, 175]
[421, 421, 544]
[422, 422, 530]
[423, 423, 247]
[424, 424, 49]
[425, 425, 262]
[426, 426, 224]
[427, 427, 171]
[428, 428, 237]
[429, 429, 268]
[430, 430, 170]
[431, 431, 597]
[432, 432, 254]
[433, 433, 599]
[434, 434, 390]
[435, 435, 226]
[436, 436, 337]
[437, 437, 107]
[438, 438, 383]
[439, 439, 331]
[440, 440, 551]
[441, 441, 388]
[442, 442, 593]
[443, 443, 254]
[444, 444, 73]
[445, 445, 102]
[446, 446, 554]
[447, 447, 332]
[448, 448, 180]
[449, 449, 28]
[450, 450, 589]
[451, 451, 111]
[452, 452, 347]
[453, 453, 72]
[454, 454, 252]
[455, 455, 87]
[456, 456, 575]
[457, 457, 92]
[458, 458, 36]
[459, 459, 149]
[460, 460, 1]
[461, 461, 249]
[462, 462, 502]
[463, 463, 533]
[464, 464, 98]
[465, 465, 19]
[466, 466, 81]
[467, 467, 193]
[468, 468, 385]
[469, 469, 520]
[470, 470, 321]
[471, 471, 598]
[472, 472, 165]
[473, 473, 232]
[474, 474, 501]
[475, 475, 119]
[476, 476, 128]
[477, 477, 334]
[478, 478, 522]
[479, 479, 399]
[480, 480, 325]
[481, 481, 63]
[482, 482, 552]
[483, 483, 597]
[484, 484, 267]
[485, 485, 358]
[486, 486, 574]
[487, 487, 72]
[488, 488, 134]
[489, 489, 13]
[490, 490, 140]
[491, 491, 520]
[492, 492, 5]
[493, 493, 165]
[494, 494, 95]
[495, 495, 599]
[496, 496, 574]
[497, 497, 502]
[498, 498, 273]
[499, 499, 548]
[500, 500, 235]
[501, 501, 170]
[502, 502, 125]
[503, 503, 2]
[504, 504, 372]
[505, 505, 376]
[506, 506, 398]
[507, 507, 273]
[508, 508, 275]
[509, 509, 372]
[510, 510, 24]
[511, 511, 202]
[512, 512, 241]
[513, 513, 299]
[514, 514, 175]
[515, 515, 183]
[516, 516, 88]
[517, 517, 293]
[518, 518, 489]
[519, 519, 118]
[520, 520, 340]
[521, 521, 231]
[522, 522, 406]
[523, 523, 163]
[524, 524, 220]
[525, 525, 440]
[526, 526, 443]
[527, 527, 190]
[528, 528, 120]
[529, 529, 212]
[530, 530, 70]
[531, 531, 212]
[532, 532, 281]
[533, 533, 311]
[534, 534, 147]
[535, 535, 328]
[536, 536, 29]
[537, 537, 166]
[538, 538, 310]
[539, 539, 66]
[540, 540, 216]
[541, 541, 276]
[542, 542, 335]
[543, 543, 489]
[544, 544, 97]
[545, 545, 44]
[546, 546, 183]
[547, 547, 87]
[548, 548, 134]
[549, 549, 335]
[550, 550, 334]
[551, 551, 194]
[552, 552, 197]
[553, 553, 299]
[554, 554, 225]
[555, 555, 359]
[556, 556, 430]
[557, 557, 233]
[558, 558, 436]
[559, 559, 286]
[560, 560, 499]
[561, 561, 377]
[562, 562, 132]
[563, 563, 400]
[564, 564, 338]
[565, 565, 381]
[566, 566, 324]
[567, 567, 292]
[568, 568, 24]
[569, 569, 81]
[570, 570, 321]
[571, 571, 97]
[572, 572, 328]
[573, 573, 347]
[574, 574, 9]
[575, 575, 352]
[576, 576, 225]
[577, 577, 462]
[578, 578, 135]
[579, 579, 416]
[580, 580, 468]
[581, 581, 301]
[582, 582, 213]
[583, 583, 438]
[584, 584, 187]
[585, 585, 145]
[586, 586, 228]
[587, 587, 448]
[588, 588, 406]
[589, 589, 453]
[590, 590, 438]
[591, 591, 253]
[592, 592, 277]
[593, 593, 245]
[594, 594, 63]
[595, 595, 485]
[596, 596, 432]
[597, 597, 106]
[598, 598, 354]
[599, 599, 242]
